,CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL_2,MARGEN
2292,P-1719,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2293,P-1719,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2294,P-1719,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2295,P-1719,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2296,P-1719,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2297,P-1719,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2298,P-1719,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,CD METALPAR,EBCO S.A.,0,1.0
2299,P-1719,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,CD METALPAR,EBCO S.A.,0,0.0
2300,P-1719,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,CD METALPAR,EBCO S.A.,0,1.0
2301,P-1719,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,131348,0,131348,CD METALPAR,EBCO S.A.,131348,1.0
2302,P-1720,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2303,P-1720,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,21381860,21381860,0,,,0,0.0
2304,P-1720,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,65665,-65665,,,65665,0.0
2305,P-1720,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2306,P-1720,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2307,P-1720,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2308,P-1720,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2309,P-1720,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2310,P-1720,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2311,P-1720,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2312,P-1720,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2313,P-1720,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2314,P-1720,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2315,P-1720,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2316,P-1720,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2317,P-1720,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2318,P-1720,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2319,P-1720,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2320,P-1720,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2321,P-1720,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2322,P-1720,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2323,P-1720,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2324,P-1720,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2325,P-1720,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2326,P-1720,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2327,P-1720,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2328,P-1721,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,1822179,-1822179,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,1822179,0.403715304468627
2329,P-1721,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,1727615,-1727615,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,1727615,0.0
2330,P-1721,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,864854,-864854,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,864854,0.5972566586980896
2331,P-1721,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.06451364099795368
2332,P-1721,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.06451364099795368
2333,P-1721,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.05792425519218441
2334,P-1721,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.5972566586980896
2335,P-1721,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.05792425519218441
2336,P-1721,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.05792425519218441
2337,P-1721,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.5972566586980896
2338,P-1721,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,2706033,-2706033,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,2706033,0.05792425519218441
2339,P-1721,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.05792425519218441
2340,P-1721,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.06451364099795368
2341,P-1721,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.5972566586980896
2342,P-1721,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,2181110,-2181110,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,2181110,0.5972566586980896
2343,P-1721,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2344,P-1721,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2345,P-1721,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2346,P-1721,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,3509940,-3509940,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,3509940,0.06451364099795368
2347,P-1721,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.403715304468627
2348,P-1721,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.403715304468627
2349,P-1721,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.403715304468627
2350,P-1721,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.403715304468627
2351,P-1721,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2352,P-1721,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2353,P-1721,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2354,P-1721,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2355,P-1721,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.5972566586980896
2356,P-1721,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.0
2357,P-1721,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,324992,-324992,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,324992,0.0
2358,P-1721,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,4616205,-4616205,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,4616205,0.403715304468627
2359,P-1721,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,95208,2062191,-1966983,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,1966983,0.05792425519218441
2360,P-1721,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,144370,12547473,-12403103,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,12403103,0.06451364099795368
2361,P-1721,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.06451364099795368
2362,P-1721,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,21932816,14369776,7563040,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,7563040,0.5972566586980896
2363,P-1721,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,21595000,10797500,10797500,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,10797500,0.403715304468627
2364,P-1721,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,9672663,4712323,4960340,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,4960340,0.05792425519218441
2365,P-1721,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,32319853,15309404,17010449,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,17010449,0.06451364099795368
2366,P-1721,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,3488722,-3488722,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,3488722,0.0
2367,P-1722,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2368,P-1722,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2369,P-1722,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2370,P-1722,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2371,P-1722,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2372,P-1722,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2373,P-1722,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2374,P-1722,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2375,P-1722,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2376,P-1722,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2377,P-1722,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2378,P-1722,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2379,P-1722,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2380,P-1722,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2381,P-1722,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2382,P-1722,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2383,P-1722,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2384,P-1722,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2385,P-1722,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,113570850,113570850,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2386,P-1722,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2387,P-1722,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2388,P-1722,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2389,P-1722,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2390,P-1722,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2391,P-1722,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
2392,P-1723,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2393,P-1723,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2394,P-1723,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2395,P-1723,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2396,P-1723,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2397,P-1723,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2398,P-1723,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2399,P-1723,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2400,P-1723,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2401,P-1723,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2402,P-1723,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.276028089230039
2403,P-1723,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.12533926853260477
2404,P-1723,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.276028089230039
2405,P-1723,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.276028089230039
2406,P-1723,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.12533926853260477
2407,P-1723,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2408,P-1723,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.12533926853260477
2409,P-1723,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.12533926853260477
2410,P-1723,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2411,P-1723,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2412,P-1723,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2413,P-1723,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.276028089230039
2414,P-1723,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2415,P-1723,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2416,P-1723,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,2380426,-2380426,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,2380426,0.0
2417,P-1723,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,7889395,-7889395,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,7889395,0.12533926853260477
2418,P-1723,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,15564904,-15564904,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,15564904,0.276028089230039
2419,P-1723,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,2845434,-2845434,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,2845434,0.0
2420,P-1723,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,161500,8134052,-7972552,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,7972552,0.12533926853260477
2421,P-1723,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,3285765,37324477,-34038712,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,34038712,0.276028089230039
2422,P-1723,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,23042837,-23042837,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,23042837,0.0
2423,P-1723,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,64382460,64382460,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,0.0
2424,P-1723,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,33549696,15414725,18134971,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,18134971,0.12533926853260477
2425,P-1723,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,68515940,0,68515940,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,68515940,0.276028089230039
2426,P-1724,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.8067752474005268
2427,P-1724,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.16255511463844796
2428,P-1724,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.16255511463844796
2429,P-1724,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.16255511463844796
2430,P-1724,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.16255511463844796
2431,P-1724,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2432,P-1724,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2433,P-1724,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2434,P-1724,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2435,P-1724,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2436,P-1724,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2437,P-1724,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2438,P-1724,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2439,P-1724,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.8067752474005268
2440,P-1724,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.8067752474005268
2441,P-1724,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.8067752474005268
2442,P-1724,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2443,P-1724,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2444,P-1724,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2445,P-1724,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2446,P-1724,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.7889833960893945
2447,P-1724,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.7889833960893945
2448,P-1724,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.7889833960893945
2449,P-1724,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,15294733,0,15294733,,,15294733,0.8067752474005268
2450,P-1724,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,506066,-506066,,,506066,0.8067752474005268
2451,P-1724,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,2325764,-2325764,,,2325764,0.0
2452,P-1724,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,2449255,-2449255,,,2449255,0.8067752474005268
2453,P-1724,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,2859237,-2859237,,,2859237,0.7889833960893945
2454,P-1724,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,75973,-75973,,,75973,0.16255511463844796
2455,P-1724,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,20168,-20168,,,20168,0.0
2456,P-1724,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.7889833960893945
2457,P-1724,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,27099640,13549820,13549820,,,13549820,0.7889833960893945
2458,P-1724,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,90720,0,90720,,,90720,0.16255511463844796
