,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Num_Referencia,Debito,Credito,Comentario 
6022,4101010-000,2021,11,11/4/21 0:00,CIN,256,Cable paralelo 2x24 Blanco,P-1675,T14380055,43606,10000,0,
6023,4101010-000,2021,11,11/4/21 0:00,CIN,256,Cable UTP CAT5E unifilar interior Trimer,P-1675,T14380059,43606,42090,0,
6024,4101010-000,2021,11,11/4/21 0:00,CIN,256,Cable PE 0.9 x 2,P-1675,T14380056,43606,34000,0,
6025,4101010-000,2021,11,11/4/21 0:00,CIN,256,Cinta Permace 3/4,P-1675,I16430109,43606,649,0,
6026,4101010-000,2021,11,11/5/21 0:00,CIN,263,Conduit Flexible 25mm Metalico con PVC (,P-1652,T14370735,43613,5500,0,
6027,4101010-000,2021,11,11/5/21 0:00,CIN,263,Conector recto 25mm p/ flexible metalico,P-1652,T14370737,43613,11520,0,
6028,4101010-000,2021,11,11/5/21 0:00,CIN,264,Conduit Flexible 25mm Metalico con PVC (,P-1652,T14370735,43614,13200,0,
6029,4101010-000,2021,11,11/5/21 0:00,CIN,264,Conector recto 25mm p/ flexible metalico,P-1652,T14370737,43614,17280,0,
6030,4101010-000,2021,11,11/5/21 0:00,CIN,265,Cable cordon 3 x 0.75mm,P-1671,T14381576,43615,14225,0,
6031,4101010-000,2021,11,11/5/21 0:00,CIN,267,Palanca Incendio convencional metalica s,P-1652,P07140215,43617,28400,0,
6032,4101010-000,2021,11,11/5/21 0:00,CIN,267,Minisirena con estrobo 12V (blanca y roj,P-1652,P07152644,43617,18612,0,
6033,4101010-000,2021,11,11/5/21 0:00,CIN,268,Transformador 220VAC/16VAC 3A,P-1652,T14392352,43618,6354,0,
6034,4101010-000,2021,11,11/6/21 0:00,AJC,1092,COSTOS DE PROYECTOS,P-1677,P-1677,,2000,0,
6035,4101010-000,2021,11,11/8/21 0:00,CIN,278,"Monitor LED 19,5""",P-1670,S09240421,43628,478626,0,
6036,4101010-000,2021,11,11/8/21 0:00,CIN,278,Soporte muro para LCD,P-1670,S09241043,43628,61968,0,
6037,4101010-000,2021,11,11/8/21 0:00,CIN,278,Bandeja canaleta tipo legrand 105x50 2.0,P-1670,T14372465,43628,42600,0,
6038,4101010-000,2021,11,11/8/21 0:00,CIN,278,Tapa final 100x50 p/ canaleta tipo Legra,P-1670,T14371175,43628,17820,0,
6039,4101010-000,2021,11,11/8/21 0:00,CIN,278,Amarras plasticas 200mm,P-1670,I16430010,43628,2400,0,
6040,4101010-000,2021,11,11/8/21 0:00,CIN,278,"Tornillo roscalata 6 x 1 1/4""",P-1670,I17441406,43628,700,0,
6041,4101010-000,2021,11,11/8/21 0:00,CIN,278,Tarugo plastico 6 mm,P-1670,T14400287,43628,1000,0,
6042,4101010-000,2021,11,11/8/21 0:00,CIN,279,Cable HDMI 20 M,P-1670,S09241800,43629,71100,0,
6043,4101010-000,2021,11,11/8/21 0:00,CIN,279,Tarugo plastico 8 mm,P-1670,I17440844,43629,1100,0,
6044,4101010-000,2021,11,11/8/21 0:00,CIN,279,"Tornillo roscalata 8 x 2 1/2""",P-1670,I17440307,43629,2100,0,
6045,4101010-000,2021,11,11/9/21 0:00,CIN,286,Centralita Bosch DS3MX,P-1667,S11280105,43636,443928,0,
6046,4101010-000,2021,11,11/9/21 0:00,CIN,287,Bandeja canaleta tipo legrand 105x50 2.0,P-1667,T14372465,43637,28400,0,
6047,4101010-000,2021,11,11/9/21 0:00,CIN,288,Teclado Bosch D1255B Blanco,P-1652,P07140290,43638,89060,0,
6048,4101010-000,2021,11,11/9/21 0:00,CIN,289,Cable Incendio 2x18 AWG Sin Pantalla UL,P-1683,T14382428,43639,136640,0,
6049,4101010-000,2021,11,11/9/21 0:00,CIN,290,Centralita Bosch DS3MX,P-1672,S11280105,43640,647395,0,
6050,4101010-000,2021,11,11/9/21 0:00,CIN,291,Centralita Bosch DS3MX,P-1672,S11280105,43641,36994,0,
6051,4101010-000,2021,11,11/10/21 0:00,CIN,309,Camara Bala IR Varif 2.8-12mm HD-TVI 1MP Hikvision DS-2CE16C0T-VFIR3F dig y analog IP66,P-1656,S09221021,43660,18476,0,
6052,4101010-000,2021,11,11/10/21 0:00,CIN,310,Palanca Incendio convencional metalica U,P-1672,P07141797,43661,26400,0,
6053,4101010-000,2021,11,11/10/21 0:00,CIN,311,Cable UTP CAT5E unifilar interior Trimer,P-1672,T14380059,43662,44835,0,
6054,4101010-000,2021,11,11/10/21 0:00,CIN,313,Pulsador Salida Aluminio (Boton salida/e,P-1661,S10271527,43664,50400,0,
6055,4101010-000,2021,11,11/10/21 0:00,CIN,314,"Camara Domo IR 3,6mm Dahua HAC-T1A21N-03",P-1661,S09222778,43665,52440,0,
6056,4101010-000,2021,11,11/10/21 0:00,CIN,314,Camara Bala IR 3.6mm 1080p HDCVI Dahua H,P-1661,S09221282,43665,59810,0,
6057,4101010-000,2021,11,11/10/21 0:00,CIN,314,Conector de poder 3.5mm macho (para cama,P-1661,S09240029,43665,2370,0,
6058,4101010-000,2021,11,11/10/21 0:00,CIN,314,Video balun pasivo (par),P-1661,S09240328,43665,19090,0,
6059,4101010-000,2021,11,11/10/21 0:00,CIN,314,Palanca Incendio convencional metalica s,P-1661,P07140215,43665,14200,0,
6060,4101010-000,2021,11,11/10/21 0:00,CIN,315,Soporte muro para LCD,P-1661,S09241043,43666,27219,0,
6061,4101010-000,2021,11,11/10/21 0:00,CIN,316,Palanca Incendio convencional metalica U,P-1672,P07141797,43667,105600,0,
6062,4101010-000,2021,11,11/10/21 0:00,CIN,316,Minisirena con estrobo 12V (blanca y roj,P-1672,P07152644,43667,18612,0,
6063,4101010-000,2021,11,11/10/21 0:00,CIN,316,Cable paralelo 2x18 color,P-1672,T14381073,43667,24800,0,
6064,4101010-000,2021,11,11/10/21 0:00,CIN,317,Centralita Bosch DS3MX,P-1661,S11280105,43668,277455,0,
6065,4101010-000,2021,11,11/10/21 0:00,CIN,319,Stub end 200mm HDPE Termofusion,P-1689,P08201314,43670,18623,0,
6066,4101010-000,2021,11,11/10/21 0:00,CIN,319,Stub end 110mm HDPE Termofusion,P-1689,P08200775,43670,5812,0,
6067,4101010-000,2021,11,11/10/21 0:00,CIN,319,"Flange Lap Joint Ø8"" p/stub end ANSI 150",P-1689,P08201312,43670,25949,0,
6068,4101010-000,2021,11,11/10/21 0:00,CIN,319,"Flange Lap Joint Ø4"" p/stub end ANSI 150",P-1689,P08200767,43670,14935,0,
6069,4101010-000,2021,11,11/10/21 0:00,CIN,319,Codo 90° 110mm HDPE Termofusion,P-1689,P08200773,43670,26522,0,
6070,4101010-000,2021,11,11/10/21 0:00,CIN,319,Alcohol Isopropilico 1 L,P-1689,I16431353,43670,6050,0,
6071,4101010-000,2021,11,11/10/21 0:00,CIN,319,Cañeria HDPE 110mm PN16,P-1689,P08200766,43670,69282,0,
6072,4101010-000,2021,11,11/10/21 0:00,CIN,320,Reduccion TF PE100 200x100mm,P-1689,O19501068,43671,21725,0,
6073,4101010-000,2021,11,11/10/21 0:00,CIN,321,Arriendo maquina electrofusionadora,P-1683,O19501068,43672,70000,0,
6074,4101010-000,2021,11,11/10/21 0:00,CIN,321,Tee 90º EF PE100 PN16 50mm,P-1683,O19501068,43672,11128,0,
6075,4101010-000,2021,11,11/10/21 0:00,CIN,321,Copla EF PE100 PN16 50mm PN16,P-1683,O19501068,43672,16705,0,
6076,4101010-000,2021,11,11/10/21 0:00,CIN,321,Tapa EF PE100 PN16 50mm,P-1683,O19501068,43672,5234,0,
6077,4101010-000,2021,11,11/10/21 0:00,CIN,322,"Carrete Manguera 1 1/2"" Semi-Rigida 30 M",P-1683,P08180896,43673,460000,0,
6078,4101010-000,2021,11,11/10/21 0:00,CIN,323,Cable UTP CAT5E unifilar interior Trimerx o similar (100% Cu),P-1673,T14380059,43674,53680,0,
6079,4101010-000,2021,11,11/10/21 0:00,CIN,323,Tarugos paloma fibrocemento 3 a 5 mm,P-1673,I17440843,43674,2500,0,
6080,4101010-000,2021,11,11/10/21 0:00,CIN,323,"Tornillo tirafondo 3/8"" x 2 1/2"" hex",P-1673,I17440990,43674,4184,0,
6081,4101010-000,2021,11,11/10/21 0:00,CIN,323,Perfil cuadrado 100x100x3x1000,P-1673,O19501068,43674,22857,0,
6082,4101010-000,2021,11,11/10/21 0:00,CIN,323,Plancha Fe lisa 300x300x5mm (placa),P-1673,I15410422,43674,7865,0,
6083,4101010-000,2021,11,11/10/21 0:00,CIN,323,Fierro liso 10mm x 1mt,P-1673,O19501068,43674,2858,0,
6084,4101010-000,2021,11,11/10/21 0:00,CIN,323,Mezcla mortero hormigon lista saco 40 K,P-1673,I17440752,43674,2513,0,
6085,4101010-000,2021,11,11/10/21 0:00,CIN,323,"Disco desbaste 4 1/2""",P-1673,I17440193,43674,3176,0,
6086,4101010-000,2021,11,11/10/21 0:00,CIN,323,Topex Pegadur - 31 adhesivo,P-1673,O19501068,43674,7493,0,
6087,4101010-000,2021,11,11/10/21 0:00,CIN,323,Lija Metal 50,P-1673,I17440528,43674,320,0,
6088,4101010-000,2021,11,11/10/21 0:00,CIN,323,Conduit pvc 32mm x 3mt,P-1673,O19501068,43674,1672,0,
6089,4101010-000,2021,11,11/10/21 0:00,CIN,323,Coplas y curvas 32mm,P-1673,O19501068,43674,2134,0,
6090,4101010-000,2021,11,11/10/21 0:00,CIN,323,Caja chuqui 124x80x45,P-1673,T14370064,43674,1000,0,
6091,4101010-000,2021,11,11/10/21 0:00,CIN,323,"Abrazadera caddy o CD0B 1/2"" (20mm) apernada o equivalente",P-1673,T14370391,43674,1100,0,
6092,4101010-000,2021,11,11/10/21 0:00,CIN,323,Modulo pulsador normal abierto (timbre),P-1673,T14402806,43674,2210,0,
6093,4101010-000,2021,11,11/10/21 0:00,CIN,323,Caja Estanca 105x105x55 con conos,P-1673,T14370776,43674,1476,0,
6094,4101010-000,2021,11,11/10/21 0:00,CIN,323,"Conector recto 20mm p/ flexible metalico con PVC (1/2"")",P-1673,T14370415,43674,3690,0,
6095,4101010-000,2021,11,11/10/21 0:00,CIN,327,Cable Incendio 2x18 AWG Sin Pantalla UL,P-1669,T14382428,43678,68320,0,
6096,4101010-000,2021,11,11/10/21 0:00,CIN,327,Sirena c/ estrobo Edwards G1AVRF-SP Mura,P-1669,P07150947,43678,53700,0,
6097,4101010-000,2021,11,11/10/21 0:00,CIN,327,Centralita Bosch DS3MX,P-1669,S11280105,43678,517916,0,
6098,4101010-000,2021,11,11/10/21 0:00,CIN,328,Sirena c/ estrobo Edwards G1RF-HDVM Mura,P-1669,P07150947,43679,161100,0,
6099,4101010-000,2021,11,11/10/21 0:00,CIN,329,Sirena c/ estrobo Edwards G1AVRF-SP Mural roja 24V,P-1671,P07150947,43680,0,80550,
6100,4101010-000,2021,11,11/10/21 0:00,CIN,330,Sierra Copa 25mm,P-1683,I15412582,43681,6135,0,
6101,4101010-000,2021,11,11/10/21 0:00,CIN,330,Cinta Aisladora 3M Temflex 1500,P-1683,I16430107,43681,1387,0,
6102,4101010-000,2021,11,11/11/21 0:00,CIN,336,Broca Guia p/porta Sierra Copa tomas A04 y A10,P-1661,H21582716,43687,3529,0,
6103,4101010-000,2021,11,11/11/21 0:00,CIN,336,Sierra Copa 25mm,P-1661,I15412582,43687,5714,0,
6104,4101010-000,2021,11,11/11/21 0:00,CIN,336,Sierra Copa 20mm,P-1661,I15410225,43687,4874,0,
6105,4101010-000,2021,11,11/15/21 0:00,CIN,346,Centralita Bosch DS3MX,P-1667,S11280105,43697,665892,0,
6106,4101010-000,2021,11,11/15/21 0:00,CIN,346,"Magnetico Embutido 1/4"" Blanco",P-1667,S11290198,43697,25200,0,
6107,4101010-000,2021,11,11/15/21 0:00,CIN,346,Cable UTP CAT5E unifilar interior Trimer,P-1667,T14380059,43697,134505,0,
6108,4101010-000,2021,11,11/15/21 0:00,CIN,346,Detector de Humo Fotoelectrico 4H sin ce,P-1667,P07140137,43697,99200,0,
6109,4101010-000,2021,11,11/15/21 0:00,CIN,346,Palanca Incendio convencional metalica s,P-1667,P07140215,43697,71000,0,
6110,4101010-000,2021,11,11/15/21 0:00,CIN,346,Minisirena con estrobo 12V (blanca y roj,P-1667,P07152644,43697,31020,0,
6111,4101010-000,2021,11,11/15/21 0:00,CIN,346,Amarras plasticas 250mm,P-1667,I16430011,43697,6800,0,
6112,4101010-000,2021,11,11/15/21 0:00,CIN,346,Cinta Permace 3/4,P-1667,I16430109,43697,1298,0,
6113,4101010-000,2021,11,11/15/21 0:00,CIN,346,"Tornillo volcanita 6 x 2"" punta broca",P-1667,I17440306,43697,2600,0,
6114,4101010-000,2021,11,11/15/21 0:00,CIN,346,"Tornillo volcanita 6 x 1 1/4""",P-1667,I17440305,43697,1800,0,
6115,4101010-000,2021,11,11/15/21 0:00,CIN,346,Cable paralelo 2x20 color,P-1667,T14380054,43697,53700,0,
6116,4101010-000,2021,11,11/15/21 0:00,CIN,346,Cable paralelo 2x24 Cafe,P-1667,T14380190,43697,15300,0,
6117,4101010-000,2021,11,11/15/21 0:00,CIN,346,"Tornillo Roscalata 6"" x 3""",P-1667,I17441729,43697,1400,0,
6118,4101010-000,2021,11,11/15/21 0:00,CIN,347,Extintor PQS 10 Kg,P-1683,P08181101,43698,313404,0,
6119,4101010-000,2021,11,11/15/21 0:00,CIN,347,Gabinete Extintor PQS 10 Kg Sobreponer p,P-1683,P08181205,43698,264000,0,
6120,4101010-000,2021,11,11/15/21 0:00,CIN,349,Fuente de Poder Remota BPS6A/230 EDWARDS,P-1683,T14392533,43700,422710,0,
6121,4101010-000,2021,11,11/15/21 0:00,CIN,350,Cable UTP CAT5E unifilar interior Trimerx o similar (100% Cu),P-1675,T14380059,43701,0,44835,
6122,4101010-000,2021,11,11/15/21 0:00,CIN,351,Camara Bala IR Varif 2.8-12mm HD-TVI 1MP Hikvision DS-2CE16C0T-VFIR3F dig y analog IP66,P-1656,S09221021,43702,0,18476,
6123,4101010-000,2021,11,11/15/21 0:00,CIN,352,Soporte muro para LCD,P-1661,S09241043,43703,0,12600,
6124,4101010-000,2021,11,11/15/21 0:00,CIN,352,DVR 16CH Dahua XVR4116HS-S2 Digital HDCVI 2ch audio max 1 HDD,P-1661,S09231009,43703,0,134000,
6125,4101010-000,2021,11,11/16/21 0:00,CIN,356,Cable coaxial RG6,P-1676,T14380048,43707,223260,0,
6126,4101010-000,2021,11,11/16/21 0:00,CIN,357,Cable coaxial RG6,P-1672,T14380048,43708,223260,0,
6127,4101010-000,2021,11,11/16/21 0:00,CIN,358,Cable coaxial RG6 t-100 lszh clase A,P-1672,T14380048,43709,74420,0,
6128,4101010-000,2021,11,11/16/21 0:00,CIN,359,Fibra Optica FO monomodo 2F G652D 3 portante metal Drop FTTH 5x2mm LSZH,P-1672,C08712455,43710,72000,0,
6129,4101010-000,2021,11,11/16/21 0:00,CIN,363,Modulo ampliacion Bosch 8 Zonas D8128D (Tarjeta Expansora),P-1652,S11300976,43714,22883,0,
6130,4101010-000,2021,11,11/17/21 0:00,CIN,369,"Monitor LED 32""",P-1677,S09242244,43720,106766,0,
6131,4101010-000,2021,11,11/17/21 0:00,CIN,369,Cable HDMI 2.0 M,P-1677,S09240151,43720,2230,0,
6132,4101010-000,2021,11,11/17/21 0:00,CIN,369,Conector Macho RJ45 Cat5 para crimpar,P-1677,C02040808,43720,141,0,
6133,4101010-000,2021,11,11/17/21 0:00,CIN,372,Citofono IG 0TD/6H/A Aiphone 6 llamadas,P-1661,C04090522,43723,39173,0,
6134,4101010-000,2021,11,11/17/21 0:00,CIN,372,Modificación LED Citofono Aiphone (inter,P-1661,C04082781,43723,167882,0,
6135,4101010-000,2021,11,11/17/21 0:00,CIN,373,Citófono 12 Llamadas Aiphone IG-TD/12H/A,P-1661,O19501068,43724,45787,0,
6136,4101010-000,2021,11,11/17/21 0:00,CIN,373,DVR 32CH (analogo o IP) DAHUA DH-XVR5232AN-X pentahibrido Audio 1ch in 1ch out,P-1661,S09231993,43724,259000,0,
6137,4101010-000,2021,11,11/17/21 0:00,CIN,373,"Monitor LED 32""",P-1661,S09242244,43724,320298,0,
6138,4101010-000,2021,11,11/17/21 0:00,CIN,373,Soporte muro para LCD,P-1661,S09241043,43724,42399,0,
6139,4101010-000,2021,11,11/17/21 0:00,CIN,374,Cable HDMI 5.0 M,P-1661,S09241019,43725,9482,0,
6140,4101010-000,2021,11,11/17/21 0:00,CIN,375,Citofono GT-1D Aiphone,P-1661,C04080111,43726,76140,0,
6141,4101010-000,2021,11,11/17/21 0:00,CIN,375,Citofono GT-1D Aiphone,P-1661,C04080111,43726,812160,0,
6142,4101010-000,2021,11,11/17/21 0:00,CIN,375,"Tornillo roscalata 6 x 1 1/4""",P-1661,I17441406,43726,700,0,
6143,4101010-000,2021,11,11/17/21 0:00,CIN,375,"Tornillo Roscalata 6"" x 3""",P-1661,I17441729,43726,1400,0,
6144,4101010-000,2021,11,11/17/21 0:00,CIN,376,Citofono GT-1D Aiphone,P-1661,C04080111,43727,126900,0,
6145,4101010-000,2021,11,11/17/21 0:00,CIN,377,Citofono GT-1D Aiphone,P-1672,C04080111,43728,1269000,0,
6146,4101010-000,2021,11,11/17/21 0:00,CIN,378,Amarras plasticas 250mm,P-1672,I16430011,43729,3400,0,
6147,4101010-000,2021,11,11/17/21 0:00,CIN,379,Citofono GT-1D Aiphone,P-1668,C04080111,43730,634500,0,
6148,4101010-000,2021,11,11/17/21 0:00,CIN,380,Citofono GT-1D Aiphone,P-1669,C04080111,43731,710640,0,
6149,4101010-000,2021,11,11/17/21 0:00,CIN,381,Citofono GT-1D Aiphone,P-1669,C04080111,43732,177660,0,
6150,4101010-000,2021,11,11/17/21 0:00,CIN,382,Centralita Bosch DS3MX,P-1669,S11280105,43733,129479,0,
6151,4101010-000,2021,11,11/17/21 0:00,CIN,383,"Monitor LED 22""",P-1661,S09240384,43734,0,345360,
6152,4101010-000,2021,11,11/18/21 0:00,CIN,510,Fuente 220VAC/12VDC 10A Switching,P-1652,T14390362,43742,19754,0,
6153,4101010-000,2021,11,11/18/21 0:00,CIN,510,Tarugo plastico 6 mm,P-1652,T14400287,43742,500,0,
6154,4101010-000,2021,11,11/18/21 0:00,CIN,510,Centralita Bosch DS3MX,P-1652,S11280105,43742,258958,0,
6155,4101010-000,2021,11,11/18/21 0:00,CIN,510,"Tornillo Volcanita 6 x 1""",P-1652,I17440301,43742,800,0,
6156,4101010-000,2021,11,11/18/21 0:00,CIN,510,"Tornillo volcanita 6 x 2"" punta broca",P-1652,I17440306,43742,1300,0,
6157,4101010-000,2021,11,11/18/21 0:00,CIN,510,Cinta Aisladora 3M Temflex 1500,P-1652,I16430107,43742,4296,0,
6158,4101010-000,2021,11,11/18/21 0:00,CIN,510,Conduit Flexible 20mm Metalico con PVC (,P-1652,T14370414,43742,11900,0,
6159,4101010-000,2021,11,11/18/21 0:00,CIN,510,Conector recto 20mm p/ flexible metalico,P-1652,T14370415,43742,15160,0,
6160,4101010-000,2021,11,11/18/21 0:00,CIN,511,Cable UTP CAT5E unifilar interior Trimer,P-1669,T14380059,43743,89670,0,
6161,4101010-000,2021,11,11/18/21 0:00,CIN,511,Cable paralelo 2x24 Blanco,P-1669,T14380055,43743,15000,0,
6162,4101010-000,2021,11,11/18/21 0:00,CIN,511,Centralita Bosch DS3MX,P-1669,S11280105,43743,425431,0,
6163,4101010-000,2021,11,11/18/21 0:00,CIN,511,"Tornillo volcanita 6 x 2"" punta broca",P-1669,I17440306,43743,1300,0,
6164,4101010-000,2021,11,11/18/21 0:00,CIN,511,Cinta Aisladora 3M Temflex 1500,P-1669,I16430107,43743,5728,0,
6165,4101010-000,2021,11,11/18/21 0:00,CIN,511,Cable PE 0.9 x 2,P-1669,T14380056,43743,102000,0,
6166,4101010-000,2021,11,11/18/21 0:00,CIN,512,Centralita Bosch DS3MX,P-1669,S11280105,43744,0,55491,
6167,4101010-000,2021,11,11/18/21 0:00,CIN,518,Citofono GT-1D Aiphone,P-1672,C04080111,43750,0,583740,
6168,4101010-000,2021,11,11/18/21 0:00,CIN,519,Citofono GT-1D Aiphone,P-1661,C04080111,43751,380700,0,
6169,4101010-000,2021,11,11/18/21 0:00,CIN,520,Citofono GT-1D Aiphone,P-1668,C04080111,43752,203040,0,
6170,4101010-000,2021,11,11/19/21 0:00,CIN,526,Arriendo plataforma articulada,P-1673,O19502485,43758,290000,0,
6171,4101010-000,2021,11,11/19/21 0:00,CIN,526,Flete ida y regreso,P-1673,O19500966,43758,300000,0,
6172,4101010-000,2021,11,11/19/21 0:00,CIN,529,Barra Pletina de Fierro de 100x5mm,P-1652,I15411095,43762,27728,0,
6173,4101010-000,2021,11,11/19/21 0:00,CIN,529,Perfil angulo laminado 50x50x5mm,P-1652,I15412773,43762,25427,0,
6174,4101010-000,2021,11,11/19/21 0:00,CIN,529,Cerradura Electrica Viro V06 (chapa),P-1652,S10272296,43762,64620,0,
6175,4101010-000,2021,11,11/19/21 0:00,CIN,529,"Disco corte 4 1/2"" metal",P-1652,I17440838,43762,3857,0,
6176,4101010-000,2021,11,11/19/21 0:00,CIN,529,"Brocha 2 1/2""",P-1652,I17440408,43762,734,0,
6177,4101010-000,2021,11,11/19/21 0:00,CIN,529,Diluyente Sintetico 1 LT,P-1652,I17440577,43762,1734,0,
6178,4101010-000,2021,11,11/19/21 0:00,CIN,529,Barra Fierro Hormigon A-630 o A-44 8mm x,P-1652,I17441076,43762,3200,0,
6179,4101010-000,2021,11,11/19/21 0:00,CIN,529,Plancha Fe lisa 300x300x5mm (placa),P-1652,I15410422,43762,9802,0,
6180,4101010-000,2021,11,11/19/21 0:00,CIN,530,Placa antilluvia para chapa viro 06,P-1652,I15411306,43763,5760,0,
6181,4101010-000,2021,11,11/19/21 0:00,CIN,531,Alambre Galv 2.0 mm p/ cerco electrico,P-1667,I15420007,43764,8064,0,
6182,4101010-000,2021,11,11/19/21 0:00,CIN,531,Regletas de conexionado,P-1667,C05100809,43764,6384,0,
6183,4101010-000,2021,11,11/19/21 0:00,CIN,531,Cinta Aisladora 3M Temflex 1500,P-1667,I16430107,43764,1932,0,
6184,4101010-000,2021,11,11/19/21 0:00,CIN,531,Cinta Aisladora 3M Temflex 1500,P-1667,I16430107,43764,5524,0,
6185,4101010-000,2021,11,11/19/21 0:00,CIN,532,Sierra Copa 20mm,P-1652,I15410225,43765,5904,0,
6186,4101010-000,2021,11,11/19/21 0:00,CIN,532,Sierra Copa 25mm,P-1652,I15412582,43765,6454,0,
6187,4101010-000,2021,11,11/19/21 0:00,CIN,532,Tarugo plastico 6 mm,P-1652,T14400287,43765,500,0,
6188,4101010-000,2021,11,11/19/21 0:00,CIN,533,"Cañeria Pintada Ø4"" SCH10 A795",P-1689,P08200084,43766,75613,0,
6189,4101010-000,2021,11,11/19/21 0:00,CIN,533,"Cañeria Pintada Ø2"" SCH40 A53",P-1689,P08200869,43766,50968,0,
6190,4101010-000,2021,11,11/19/21 0:00,CIN,533,"Cañeria Pintada Ø2"" SCH10 A795",P-1689,P08200082,43766,417945,0,
6191,4101010-000,2021,11,11/19/21 0:00,CIN,533,"Cañeria Pintada Ø1 1/2"" SCH40 A106",P-1689,P08201150,43766,37511,0,
6192,4101010-000,2021,11,11/19/21 0:00,CIN,533,"Cañeria Pintada Ø1 1/4"" SCH40 A53",P-1689,P08202610,43766,91980,0,
6193,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula reductora de presion 3"" UL 300ps",P-1689,P08211323,43767,594902,0,
6194,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula Mariposa 3"" Supervisada Ranurada",P-1689,P08210326,43767,74271,0,
6195,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula Angulo 2"" HI HI UL",P-1689,P08212358,43767,213308,0,
6196,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula Bola 2"" NPT HI HI",P-1689,P08210324,43767,107900,0,
6197,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula Bola 1 1/4"" NPT HI HI",P-1689,P08210543,43767,11933,0,
6198,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula bola de 3 vias 1/4""",P-1689,P08211513,43767,25012,0,
6199,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Sensor de flujo 3"" UL-FM",P-1689,P08202266,43767,75621,0,
6200,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Manometro Seco 0-14 Bar 4"" 300 lb UL/FM",P-1689,P08210960,43767,25848,0,
6201,4101010-000,2021,11,11/19/21 0:00,CIN,534,"Valvula Alivio 1/4"" NPT HI BR 150#",P-1689,P08210690,43767,14941,0,
6202,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Tee Mecanica 4"" x 3"" ranurada A-536 UL/F",P-1689,P08202739,43768,3946,0,
6203,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Tee 3"" Ranurada UL/FM",P-1689,P08201152,43768,4303,0,
6204,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Tee 2"" NPT HI A197",P-1689,P08202812,43768,11139,0,
6205,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Tee Mecanica 3"" x 1 1/4"" HI NPT",P-1689,P08202656,43768,3082,0,
6206,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Tee Mecanica 3"" x 1"" HI NPT",P-1689,P08200874,43768,2508,0,
6207,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Codo 90° 3"" Ranurado UL A-536",P-1689,P08200793,43768,6196,0,
6208,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Codo 90° 2"" Ranurado UL A-536",P-1689,P08200120,43768,12509,0,
6209,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Codo 90° 1 1/4"" NPT HI 150# A197",P-1689,P08202600,43768,1752,0,
6210,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Union copla 3"" ranurada rigida",P-1689,P08202652,43768,2229,0,
6211,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Union copla 3"" ranurada flexible",P-1689,P08200318,43768,31967,0,
6212,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Union copla 2"" ranurada rigida",P-1689,P08202650,43768,14976,0,
6213,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Union copla 2"" ranurada flexible",P-1689,P08200316,43768,33014,0,
6214,4101010-000,2021,11,11/19/21 0:00,CIN,535,"Niple tuerca 2"" NPT 150# A197",P-1689,P08200560,43768,5108,0,
6215,4101010-000,2021,11,11/19/21 0:00,CIN,535,Abrazadera p/Soporte antisismico UL FM 3,P-1689,P08201872,43768,27984,0,
6216,4101010-000,2021,11,11/19/21 0:00,CIN,536,"Abrazadera p/Soporte antisismico UL FM 3"" Tolco fig 4L o similar",P-1689,P08201872,43769,195888,0,
6217,4101010-000,2021,11,11/19/21 0:00,CIN,537,"Tee 2"" Ranurada UL A536",P-1689,P08200293,43770,1266,0,
6218,4101010-000,2021,11,11/19/21 0:00,CIN,537,"Tee mecanica 3"" x 2"" HI NPT",P-1689,P08200563,43770,2911,0,
6219,4101010-000,2021,11,11/19/21 0:00,CIN,537,"Flange Manguito Ø4"" ranurado ANSI B.16.5",P-1689,P08201332,43770,10056,0,
6220,4101010-000,2021,11,11/19/21 0:00,CIN,546,"Perno hex 3/8"" x 3""",P-1683,I15412689,43779,1260,0,
6221,4101010-000,2021,11,11/19/21 0:00,CIN,546,"Golilla plana 1/2"" zincada",P-1683,I15410755,43779,136,0,
6222,4101010-000,2021,11,11/19/21 0:00,CIN,546,"Golilla presion 1/2"" zincada",P-1683,I15410754,43779,232,0,
