,Codigo_proyecto,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Debito,Credito,Num_Referencia,Debito_2,Credito_2,TOTAL,Tipo_cuenta
2272,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,"Disco corte 4 1/2"" metal",P-1696,I17440838,3024,0,49471,3024,0,-3024,COSTO MATERIALES
2273,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Broca HSS metal 6mm,P-1696,I17442579,5305,0,49471,5305,0,-5305,COSTO MATERIALES
2274,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Anticorrosivo Negro 1 Lts,P-1696,I15410018,3941,0,49471,3941,0,-3941,COSTO MATERIALES
2275,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Aguarras,P-1696,I15412623,1859,0,49471,1859,0,-1859,COSTO MATERIALES
2276,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Abrazadera OMEGA Metalica Ø20mm,P-1696,T14370999,2440,0,49471,2440,0,-2440,COSTO MATERIALES
2277,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Adhesivo PVC tipo Vinilit lento 250cc,P-1696,I17450945,3165,0,49471,3165,0,-3165,COSTO MATERIALES
2278,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Terminal salida caja PVC conduit 20mm,P-1696,T14370254,6820,0,49471,6820,0,-6820,COSTO MATERIALES
2279,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,"Tornillo Autoperforante 8 x 1"" Cabeza Le",P-1696,I17442580,3000,0,49471,3000,0,-3000,COSTO MATERIALES
2280,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Amarras plasticas 200mm,P-1696,I16430010,1300,0,49471,1300,0,-1300,COSTO MATERIALES
2281,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Alambre Galv 2.0 mm p/ cerco electrico,P-1696,I15420007,3190,0,49471,3190,0,-3190,COSTO MATERIALES
2282,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,433,Broca SDS concreto 8mm,P-1696,I17440642,1092,0,49471,1092,0,-1092,COSTO MATERIALES
2283,P-1592,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,434,"Cañeria Pintada Ø6"" SCH40 A53",P-1592,P08200409,102993,0,49472,102993,0,-102993,COSTO MATERIALES
2284,P-1642,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,435,Aislador de paso cilindrico con base,P-1642,I15420015,0,8880,49473,0,8880,8880,COSTO MATERIALES
2285,P-1653,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,436,Bateria 12V 7amp,P-1653,T14390028,0,9000,49474,0,9000,9000,COSTO MATERIALES
2286,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,437,Aislador de paso cilindrico con base,P-1696,I15420015,8880,0,49475,8880,0,-8880,COSTO MATERIALES
2287,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,437,Bateria 12V 7amp,P-1696,T14390028,9000,0,49475,9000,0,-9000,COSTO MATERIALES
2288,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,"Tuerca Hexagonal 1/4""",P-1696,I17441082,3400,0,49477,3400,0,-3400,COSTO MATERIALES
2289,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Bateria 12V 5amp,P-1696,T14390027,8091,0,49477,8091,0,-8091,COSTO MATERIALES
2290,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Cable Cordon 3x1.5mm,P-1696,T14380049,12720,0,49477,12720,0,-12720,COSTO MATERIALES
2291,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Electrodo Soldadura 6010 3/32 Uso frecuente,P-1696,T14401090,3881,0,49477,3881,0,-3881,COSTO MATERIALES
2292,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Terminal salida caja PVC conduit 20mm,P-1696,T14370254,4092,0,49477,4092,0,-4092,COSTO MATERIALES
2293,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Caja Estanca 105x105x55 con conos,P-1696,T14370776,6945,0,49477,6945,0,-6945,COSTO MATERIALES
2294,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,"Brocha 2""",P-1696,I17440527,808,0,49477,808,0,-808,COSTO MATERIALES
2295,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Broca SDS concreto 6mm,P-1696,I17440037,1089,0,49477,1089,0,-1089,COSTO MATERIALES
2296,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,"Conduit Flexible 20mm Metalico con PVC (1/2"")",P-1696,T14370414,7120,0,49477,7120,0,-7120,COSTO MATERIALES
2297,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Cable paralelo 2x20 Blanco,P-1696,T14380054,12300,0,49477,12300,0,-12300,COSTO MATERIALES
2298,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,"Perno anclaje 1/2"" x 3 3/4""",P-1696,I15411564,2380,0,49477,2380,0,-2380,COSTO MATERIALES
2299,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Barra Pletina de Fierro de 100x5mm,P-1696,I15411095,28031,0,49477,28031,0,-28031,COSTO MATERIALES
2300,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Barra Pletina de Fierro de 50x3mm,P-1696,I15410907,13837,0,49477,13837,0,-13837,COSTO MATERIALES
2301,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CIN,439,Cinta Aisladora 3M Temflex 1500,P-1696,I16430107,404,0,49477,404,0,-404,COSTO MATERIALES
2302,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CCO,937,COSTOS DE PROYECTOS,P-1696,27212485-K,206897,0,30563,206897,0,-206897,COSTO MATERIALES
2303,P-1696,4101010-000,2023,2,2023-02-16T00:00:00-03:00,CCO,938,COSTOS DE PROYECTOS,P-1696,27212485-K,252874,0,30564,252874,0,-252874,COSTO MATERIALES
2304,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Terminal salida caja EMT 20mm (1/2"")",P-1724,T14370099,13920,0,49480,13920,0,-13920,COSTO MATERIALES
2305,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Union copla 20mm EMT (1/2"")",P-1724,T14370131,14000,0,49480,14000,0,-14000,COSTO MATERIALES
2306,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Abrazadera caddy o CD0B 1/2"" (20mm) aper",P-1724,T14370391,19320,0,49480,19320,0,-19320,COSTO MATERIALES
2307,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Caja electrica Galvanizada A-01 100 x 65,P-1724,T14370774,26500,0,49480,26500,0,-26500,COSTO MATERIALES
2308,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Tornillo autoperforante 10 x 1""  hexagon",P-1724,I17441134,3000,0,49480,3000,0,-3000,COSTO MATERIALES
2309,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Cinta Aisladora 3M Temflex 1500,P-1724,I16430107,1616,0,49480,1616,0,-1616,COSTO MATERIALES
2310,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Tornillo Roscalata 8 x 1/2""",P-1724,I17441305,800,0,49480,800,0,-800,COSTO MATERIALES
2311,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Dado Magnetico 5/16"" (Punta o Vaso)",P-1724,I15410668,2208,0,49480,2208,0,-2208,COSTO MATERIALES
2312,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Conector recto 20mm p/ flexible metalico,P-1724,T14370415,16120,0,49480,16120,0,-16120,COSTO MATERIALES
2313,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Cinta Permace 3/4,P-1724,I16430109,1250,0,49480,1250,0,-1250,COSTO MATERIALES
2314,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Detector lineal Humo GST I-9105R emisor,P-1724,P07140856,417810,0,49480,417810,0,-417810,COSTO MATERIALES
2315,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Modulo Monitoreo simple EST CT1,P-1724,P07120833,60108,0,49480,60108,0,-60108,COSTO MATERIALES
2316,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Modulo Rele EST CR,P-1724,P07121299,20537,0,49480,20537,0,-20537,COSTO MATERIALES
2317,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Fuente 220VAC/24VAC Edwards EST BPS6A/23,P-1724,T14392533,210883,0,49480,210883,0,-210883,COSTO MATERIALES
2318,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Cable Incendio 2x18 AWG Sin Pantalla UL,P-1724,T14382428,157990,0,49480,157990,0,-157990,COSTO MATERIALES
2319,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,"Conduit galvanizado EMT 20 x3000mm (1/2""",P-1724,T14370122,170000,0,49480,170000,0,-170000,COSTO MATERIALES
2320,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,489,Conduit Flexible 20mm Metalico con PVC (,P-1724,T14370414,7120,0,49480,7120,0,-7120,COSTO MATERIALES
2321,P-1669,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,490,Sirena c/ estrobo Edwards G1AVRF-SP Mural roja 24V,P-1669,P07150947,0,70202,49481,0,70202,70202,COSTO MATERIALES
2322,P-1701,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,491,Bateria 12V 7amp,P-1701,T14390028,0,18000,49482,0,18000,18000,COSTO MATERIALES
2323,P-1701,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,491,Bateria 12V 7amp,P-1701,T14390028,0,18000,49482,0,18000,18000,COSTO MATERIALES
2324,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,492,Sirena c/ estrobo Edwards G1AVRF-SP Mura,P-1724,P07150947,70202,0,49483,70202,0,-70202,COSTO MATERIALES
2325,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,492,Bateria 12V 7amp,P-1724,T14390028,18000,0,49483,18000,0,-18000,COSTO MATERIALES
2326,P-1724,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,493,Cable Cordon 3x1.5mm,P-1724,T14380049,12720,0,49484,12720,0,-12720,COSTO MATERIALES
2327,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Fuente 220VAC/12VDC 10A Switching,P-1707,T14390362,20820,0,49485,20820,0,-20820,COSTO MATERIALES
2328,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Gabinete para Fuente Poder,P-1707,T14392307,30400,0,49485,30400,0,-30400,COSTO MATERIALES
2329,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Fuente 220VAC/12VDC 10A Switching,P-1707,T14390362,20820,0,49485,20820,0,-20820,COSTO MATERIALES
2330,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Gabinete para Fuente Poder,P-1707,T14392307,30400,0,49485,30400,0,-30400,COSTO MATERIALES
2331,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Minisirena con estrobo 12V (blanca y roj,P-1707,P07152644,95200,0,49485,95200,0,-95200,COSTO MATERIALES
2332,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Palanca Incendio convencional metalica s,P-1707,P07140215,205400,0,49485,205400,0,-205400,COSTO MATERIALES
2333,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Camara Bala IR 2.8 Hikvision DS-2CE16C0T,P-1707,S09222522,113860,0,49485,113860,0,-113860,COSTO MATERIALES
2334,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Video balun pasivo (par),P-1707,S09240328,33200,0,49485,33200,0,-33200,COSTO MATERIALES
2335,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,494,Conector de poder 3.5mm macho (para cama,P-1707,S09240029,5000,0,49485,5000,0,-5000,COSTO MATERIALES
2336,P-1699,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,497,Carga 75 ohm terminal F aislado,P-1699,C06112541,55900,0,49488,55900,0,-55900,COSTO MATERIALES
2337,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,498,Bateria 12V 7amp,P-1707,T14390028,9000,0,49489,9000,0,-9000,COSTO MATERIALES
2338,P-1707,4101010-000,2023,2,2023-02-17T00:00:00-03:00,CIN,499,Kit DSC PRO128 (central/teclado/fuente poder/gabinete),P-1707,S11282615,239667,0,49490,239667,0,-239667,COSTO MATERIALES
2339,P-1709,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,524,Gabinete Extintor PQS 6 Kg Sobreponer pu,P-1709,P08180790,810000,0,49492,810000,0,-810000,COSTO MATERIALES
2340,P-1709,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,524,Gabinete Extintor CO2 6 Kg sobreponer pu,P-1709,P08180170,213000,0,49492,213000,0,-213000,COSTO MATERIALES
2341,P-1709,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,524,Broca SDS concreto 8mm,P-1709,I17440642,2184,0,49492,2184,0,-2184,COSTO MATERIALES
2342,P-1709,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,524,Broca HSS metal 6mm Cobalto 5%,P-1709,I17441669,5394,0,49492,5394,0,-5394,COSTO MATERIALES
2343,P-1716,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,525,Arriendo Brazo Articulado 16 mts.,P-1716,O19502517,1371200,0,49493,1371200,0,-1371200,COSTO MATERIALES
2344,P-1709,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,526,Extintor PQS 6 Kg,P-1709,P08182228,630000,0,49494,630000,0,-630000,COSTO MATERIALES
2345,P-1709,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,526,Extintor CO2 6 Kg,P-1709,P08180825,117000,0,49494,117000,0,-117000,COSTO MATERIALES
2346,P-1716,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,527,"Codo 90° 2"" Ranurado UL A-536",P-1716,P08200120,15128,0,49495,15128,0,-15128,COSTO MATERIALES
2347,P-1716,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,527,"Union copla 2"" ranurada flexible",P-1716,P08200316,27264,0,49495,27264,0,-27264,COSTO MATERIALES
2348,P-1716,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,528,"Valvula Angulo 1"" HI HI",P-1716,P08210670,26092,0,49496,26092,0,-26092,COSTO MATERIALES
2349,P-1716,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,530,"Carrete Manguera 1"" Semi-Rigida 30 M",P-1716,P08182589,965250,0,49498,965250,0,-965250,COSTO MATERIALES
2350,P-1716,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,530,Gabinete Incendio 800x800x350 Puerta Vid,P-1716,P08180504,1167984,0,49498,1167984,0,-1167984,COSTO MATERIALES
2351,P-1715,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,533,Copla EF 50 mm HDPE PN16,P-1715,P08202930,28784,0,49502,28784,0,-28784,COSTO MATERIALES
2352,P-1712,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,535,Copla EF PE100 PN16 200mm,P-1712,O19501068,53626,0,49504,53626,0,-53626,COSTO MATERIALES
2353,P-1712,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,535,Codo EF PE100 PN16 200mm,P-1712,O19501068,262336,0,49504,262336,0,-262336,COSTO MATERIALES
2354,P-1712,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,535,Arriendo Maquina Electrofusion,P-1712,O19501068,180000,0,49504,180000,0,-180000,COSTO MATERIALES
2355,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,537,Cable UTP CAT5E unifilar interior Trimer,P-1696,T14380059,47275,0,49506,47275,0,-47275,COSTO MATERIALES
2356,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,537,Amarras plasticas 200mm,P-1696,I16430010,2600,0,49506,2600,0,-2600,COSTO MATERIALES
2357,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,537,Amarras plasticas 200 con banderilla,P-1696,I16431561,1400,0,49506,1400,0,-1400,COSTO MATERIALES
2358,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,537,Gabinete para Fuente Poder,P-1696,T14392307,7600,0,49506,7600,0,-7600,COSTO MATERIALES
2359,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,537,Gabinete para Fuente Poder,P-1696,T14392307,15200,0,49506,15200,0,-15200,COSTO MATERIALES
2360,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,538,Unidad de Citofonia Lef 10,P-1696,C04091042,100444,0,49507,100444,0,-100444,COSTO MATERIALES
2361,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,538,Cable pin 4x24,P-1696,T14380057,16000,0,49507,16000,0,-16000,COSTO MATERIALES
2362,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,538,Cable paralelo 2x18 Negro/Rojo,P-1696,T14381073,16800,0,49507,16800,0,-16800,COSTO MATERIALES
2363,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,539,"Monitor LED 21,5""",P-1696,S09240384,151244,0,49508,151244,0,-151244,COSTO MATERIALES
2364,P-1696,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,539,Alimentador+Filtro DIN10 24VDC-2.5A Ferm,P-1696,C04082157,64712,0,49508,64712,0,-64712,COSTO MATERIALES
2365,P-1690,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,540,Video balun pasivo (par),P-1690,S09240328,49800,0,49509,49800,0,-49800,COSTO MATERIALES
2366,P-1690,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,540,"Monitor LED 21,5""",P-1690,S09240384,151244,0,49509,151244,0,-151244,COSTO MATERIALES
2367,P-1680,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,541,Central Paradox EVO 192 con Teclado Touc,P-1680,S11282749,167251,0,49510,167251,0,-167251,COSTO MATERIALES
2368,P-1680,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,541,Expansor 8 zonas ZX8 p/ EVO Paradox,P-1680,S11300681,523032,0,49510,523032,0,-523032,COSTO MATERIALES
2369,P-1680,4101010-000,2023,2,2023-02-20T00:00:00-03:00,CIN,541,Bateria 12V 7amp,P-1680,T14390028,9000,0,49510,9000,0,-9000,COSTO MATERIALES
2370,P-1713,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,556,Cable paralelo 2x24 Cafe,P-1713,T14380190,38500,0,49524,38500,0,-38500,COSTO MATERIALES
2371,P-1713,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,556,Cable PE 0.9 x 2,P-1713,T14380056,109000,0,49524,109000,0,-109000,COSTO MATERIALES
2372,P-1713,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,556,Cinta Permace 3/4,P-1713,I16430109,1250,0,49524,1250,0,-1250,COSTO MATERIALES
2373,P-1713,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,557,Cinta Aisladora 3M Temflex 1500,P-1713,I16430107,1616,0,49525,1616,0,-1616,COSTO MATERIALES
2374,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,558,"Abrazadera caddy o CD0B 1/2"" (20mm) aper",P-1716,T14370391,32200,0,49526,32200,0,-32200,COSTO MATERIALES
2375,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,558,"Union copla 20mm EMT (1/2"")",P-1716,T14370131,22750,0,49526,22750,0,-22750,COSTO MATERIALES
2376,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,558,"Terminal salida caja EMT 20mm (1/2"")",P-1716,T14370099,34800,0,49526,34800,0,-34800,COSTO MATERIALES
2377,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Cable UTP CAT6 Exterior blindado trimex,P-1716,T14382733,79540,0,49527,79540,0,-79540,COSTO MATERIALES
2378,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Cable Incendio 2x18 AWG Sin Pantalla UL,P-1716,T14382428,315980,0,49527,315980,0,-315980,COSTO MATERIALES
2379,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,"Tornillo Roscalata 8 x 1""",P-1716,I17442447,2800,0,49527,2800,0,-2800,COSTO MATERIALES
2380,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,"Tornillo autoperforante 10 x 1""  hexagon",P-1716,I17441134,1200,0,49527,1200,0,-1200,COSTO MATERIALES
2381,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Cinta Aisladora 3M Temflex 1500,P-1716,I16430107,3232,0,49527,3232,0,-3232,COSTO MATERIALES
2382,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Broca SDS concreto 6mm,P-1716,I17440037,2178,0,49527,2178,0,-2178,COSTO MATERIALES
2383,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Broca HSS metal 3mm,P-1716,I17440644,1948,0,49527,1948,0,-1948,COSTO MATERIALES
2384,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Broca HSS metal 6mm,P-1716,I17442579,2122,0,49527,2122,0,-2122,COSTO MATERIALES
2385,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,559,Caja electrica Galvanizada A-01 100 x 65,P-1716,T14370774,13250,0,49527,13250,0,-13250,COSTO MATERIALES
2386,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,560,"Tornillo autoperforante 12 x 1""  hexagonal",P-1716,I17440303,9600,0,49528,9600,0,-9600,COSTO MATERIALES
2387,P-1716,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,560,"Conduit galvanizado EMT 20 x3000mm (1/2"")",P-1716,T14370122,68000,0,49528,68000,0,-68000,COSTO MATERIALES
2388,P-1673,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,561,"Conduit galvanizado EMT 20 x3000mm (1/2"")",P-1673,T14370122,0,68000,49529,0,68000,68000,COSTO MATERIALES
2389,P-1715,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,579,Electrodo Soldadura 6010 3/32 Uso frecue,P-1715,T14401090,15524,0,49530,15524,0,-15524,COSTO MATERIALES
2390,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,580,Derivador tap 8 sal 20 dB 5-2400MHz inalambrica,P-1696,C08712699,62172,0,49531,62172,0,-62172,COSTO MATERIALES
2391,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,580,DERIVADOR 5-2400 MHZ RIT INALAMBRICA 6D 25DB,P-1696,C08713188,44667,0,49531,44667,0,-44667,COSTO MATERIALES
2392,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,580,DERIVADOR 5-2400 MHZ RIT INALAMBRICA 6D 21DB,P-1696,C08713287,64519,0,49531,64519,0,-64519,COSTO MATERIALES
2393,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,580,Perfil Rectangular 30x20x2mm,P-1696,I15410222,18626,0,49531,18626,0,-18626,COSTO MATERIALES
2394,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,580,Barra Fierro Hormigon A-630 o A-44 8mm x 6m,P-1696,I17441076,13144,0,49531,13144,0,-13144,COSTO MATERIALES
2395,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,581,AMPLIFICADOR  RIT ALAMBRICA MICROKOM,P-1696,C08732942,319996,0,49532,319996,0,-319996,COSTO MATERIALES
2396,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,582,Perfil Rectangular 50x30x2mm,P-1696,I16432230,19194,0,49533,19194,0,-19194,COSTO MATERIALES
2397,P-1696,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,582,"Disco desbaste 4 1/2""",P-1696,I17440193,924,0,49533,924,0,-924,COSTO MATERIALES
2398,P-1690,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,583,Conector de poder 3.5mm macho (para camaras),P-1690,S09240029,7500,0,49534,7500,0,-7500,COSTO MATERIALES
2399,P-1690,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,583,DERIVADOR 5-2400 MHZ RIT INALAMBRICA 6D 25DB,P-1690,C08713188,79408,0,49534,79408,0,-79408,COSTO MATERIALES
2400,P-1690,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,583,Cable HDMI 3.0 M,P-1690,S09240227,6722,0,49534,6722,0,-6722,COSTO MATERIALES
2401,P-1690,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,583,MODULO F COAXIAL  546620,P-1690,C02032954,3621,0,49534,3621,0,-3621,COSTO MATERIALES
2402,P-1724,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,585,Perfil angulo laminado 40x40x5mm,P-1724,I15411619,81560,0,49536,81560,0,-81560,COSTO MATERIALES
2403,P-1686,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,590,Minisirena con estrobo 12V (blanca y roj,P-1686,P07152644,34000,0,49539,34000,0,-34000,COSTO MATERIALES
2404,P-1725,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,591,Cable UTP CAT5E unifilar interior Trimer,P-1725,T14380059,141825,0,49540,141825,0,-141825,COSTO MATERIALES
2405,P-1725,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,591,Cable PE 0.9 x 2,P-1725,T14380056,436000,0,49540,436000,0,-436000,COSTO MATERIALES
2406,P-1725,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,591,Cable pin 4x24,P-1725,T14380057,64000,0,49540,64000,0,-64000,COSTO MATERIALES
2407,P-1725,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,591,Cable UTP CAT5E unifilar interior Trimer,P-1725,T14380059,94550,0,49540,94550,0,-94550,COSTO MATERIALES
2408,P-1725,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,591,Cinta Permace 3/4,P-1725,I16430109,2500,0,49540,2500,0,-2500,COSTO MATERIALES
2409,P-1725,4101010-000,2023,2,2023-02-21T00:00:00-03:00,CIN,591,Cinta Aisladora 3M Temflex 1500,P-1725,I16430107,2424,0,49540,2424,0,-2424,COSTO MATERIALES
2410,P-1696,4101010-000,2023,2,2023-02-22T00:00:00-03:00,CIN,613,Caja para cerradura (chapa electrica ),P-1696,S12341396,0,4450,49548,0,4450,4450,COSTO MATERIALES
